data_solicitacao;ano_sol;caso_sirsaelp;unidade;superintendencia;diretoria;competencia;tipopericia;perito
2023-06-16 12:51:00;2023;2023.2.6977;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-16 12:57:00;2023;2023.2.6979;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-16 14:57:00;2023;2023.12.1662;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-06-16 20:42:00;2023;2023.12.1662;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-06-16 20:43:00;2023;2023.12.1662;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-06-19 08:51:00;2023;2023.19.3898;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2023-06-19 08:57:00;2023;2023.2.7071;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 09:13:00;2023;2023.2.7074;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 09:21:00;2023;2023.2.7075;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 10:06:00;2023;2023.2.7090;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 10:15:00;2023;2023.2.7093;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 10:36:00;2023;2023.2.6946;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 10:39:00;2023;2023.2.7096;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 11:02:00;2023;2023.2.7102;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 11:18:00;2023;2023.2.7106;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-06-19 17:15:00;2023;2023.17.29;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2023-06-19 17:16:00;2023;2023.17.29;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2023-06-21 09:56:00;2023;2023.7.250;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2023-06-21 10:07:00;2023;2023.8.5889;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2023-06-21 10:20:00;2023;2023.2.7192;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2023-06-21 14:45:00;2023;2021.1.9191;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2023-06-21 18:00:00;2023;2023.33.2259;Palhoça;Palhoça;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ALEXANDRE
2023-06-22 13:05:00;2023;2023.33.947;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-06-22 13:17:00;2023;2022.8.16875;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-06-22 14:53:00;2023;2023.17.1305;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Sistema de Informação;MATEUS
2023-06-22 16:10:00;2023;2022.8.3027;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;GELSO
2023-06-26 13:30:00;2023;2023.21.2097;Palhoça;Palhoça;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ALEXANDRE
2023-06-26 16:46:00;2023;2023.33.2708;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-06-27 12:59:00;2023;2023.8.9017;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame em Mídia de Armazenamento Computacional;RAFAEL
2023-06-28 11:09:00;2023;2023.3.611;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2023-06-28 11:18:00;2023;2022.17.2153;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-06-30 15:35:00;2023;2022.2.10569;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;HEMÍLIO
2023-06-30 15:44:00;2023;2022.21.7534;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;HEMÍLIO
2023-07-04 13:45:00;2023;2023.17.188;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2023-07-05 13:30:00;2023;2023.10.1080;São Bento do Sul;Joinville;Criminalística;Local de crime contra o patrimônio;Exame de Disparo de Arma de Fogo;LUCINEIDE
2023-07-06 13:25:00;2023;2023.33.2748;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-07-06 18:20:00;2023;2023.8.9300;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-07-07 17:03:00;2023;2023.9.3094;Lages;Lages;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ARTUR
2023-07-11 10:07:00;2023;2023.25.924;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-07-12 11:04:00;2023;2023.21.2059;Palhoça;Palhoça;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ALEXANDRE
2023-07-17 19:40:00;2023;2022.2.7606;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-07-17 19:41:00;2023;2022.2.7768;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-07-18 16:40:00;2023;2023.2.8100;Palhoça;Palhoça;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ALEXANDRE
2023-07-21 14:11:00;2023;2023.1.7755;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2023-07-21 18:29:00;2023;2023.19.4647;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-07-24 18:09:00;2023;2023.19.4706;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2023-07-25 16:10:00;2023;2023.16.1421;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2023-07-26 17:05:00;2023;2023.14.675;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2023-07-29 14:09:00;2023;2023.8.10438;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-07-31 15:51:00;2023;2023.33.1744;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2023-08-01 17:56:00;2023;2023.33.1247;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2023-08-02 14:36:00;2023;2023.23.1358;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;NELSON
2023-08-03 13:22:00;2023;2023.7.1822;Balneário Camboriú;Balneário Camboriú;Criminalística;Informática Forense;Exame Computacional Diverso;RAFAEL
2023-08-03 16:47:00;2023;2023.33.1053;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;NELSON
2023-08-04 10:25:00;2023;2023.1.1198;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2023-08-04 13:39:00;2023;2023.15.905;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-08-05 11:03:00;2023;2021.4.5006;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-05 11:07:00;2023;2021.4.5006;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-05 11:19:00;2023;2023.2.8683;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-05 11:22:00;2023;2023.2.8684;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-05 11:31:00;2023;2023.2.8685;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 09:19:00;2023;2023.2.8706;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-08-07 14:09:00;2023;2023.2.8757;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 14:11:00;2023;2023.2.8758;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 14:36:00;2023;2023.2.8766;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 14:43:00;2023;2023.2.8766;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 14:59:00;2023;2020.2.8437;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 15:24:00;2023;2023.2.8772;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 15:43:00;2023;2023.2.8773;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 16:10:00;2023;2023.2.8777;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 18:02:00;2023;2023.2.8792;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 18:42:00;2023;2023.2.8794;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-07 18:59:00;2023;2023.2.8799;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-08 09:13:00;2023;2023.24.459;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2023-08-08 18:36:00;2023;2023.8.10894;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;HEMÍLIO
2023-08-10 14:57:00;2023;2023.14.3317;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2023-08-11 08:48:00;2023;2023.19.5044;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2023-08-11 13:52:00;2023;2023.22.4265;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-08-11 19:04:00;2023;2023.20.1619;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-08-14 10:00:00;2023;2023.9.3370;Palhoça;Palhoça;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;CESAR
2023-08-14 13:56:00;2023;2023.12.1360;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2023-08-14 14:07:00;2023;2023.12.2143;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2023-08-14 14:24:00;2023;2023.21.2112;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2023-08-14 17:26:00;2023;2023.33.3467;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2023-08-15 11:09:00;2023;2022.10.1700;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2023-08-16 11:04:00;2023;2023.33.3228;Palhoça;Palhoça;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ALEXANDRE
2023-08-16 15:41:00;2023;2022.5.3390;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-08-17 13:19:00;2023;2023.2.9152;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2023-08-17 14:31:00;2023;2020.2.8975;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Pessoas de Identidade Desconhecida para fins de Identificação;ODILON
2023-08-17 14:34:00;2023;2018.20.996;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;ODILON
2023-08-17 16:56:00;2023;2019.19.3069;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2023-08-18 10:53:00;2023;2023.19.4905;Florianópolis;Florianópolis;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;NATALIA
2023-08-18 14:17:00;2023;2020.1.3156;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2023-08-21 09:10:00;2023;2023.24.745;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;FILIPE
2023-08-21 16:41:00;2023;2018.24.36;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2023-08-24 12:09:00;2023;2023.18.1613;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2023-08-24 17:28:00;2023;2020.19.411;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2023-08-25 14:41:00;2023;2023.17.535;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2023-08-25 15:58:00;2023;2023.33.3562;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2023-08-28 09:03:00;2023;2023.19.5360;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;FERNANDA
2023-08-28 15:28:00;2023;2023.2.9571;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-28 15:43:00;2023;2023.2.9573;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-28 16:05:00;2023;2023.2.9580;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-28 16:52:00;2023;2023.2.9586;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-29 13:43:00;2023;2023.24.1501;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2023-08-29 15:10:00;2023;2018.9.3251;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;ODILON
2023-08-30 10:56:00;2023;2023.2.9651;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 11:16:00;2023;2017.9.933;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 11:17:00;2023;2023.2.9654;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 11:20:00;2023;2023.2.9655;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 11:26:00;2023;2023.2.9657;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 11:29:00;2023;2023.2.9658;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 11:44:00;2023;2023.2.9662;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 11:50:00;2023;2023.2.9663;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 13:06:00;2023;2023.2.9668;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 14:02:00;2023;2023.2.8100;Palhoça;Palhoça;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ALEXANDRE
2023-08-30 16:15:00;2023;2023.2.9686;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 16:49:00;2023;2023.2.9697;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 16:52:00;2023;2023.2.9698;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-30 16:57:00;2023;2022.20.279;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-08-31 13:41:00;2023;2023.14.3628;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;MATEUS
2023-08-31 15:15:00;2023;2023.33.785;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2023-08-31 17:37:00;2023;2022.12.2417;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2023-08-31 17:39:00;2023;2022.12.2417;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2023-08-31 18:12:00;2023;2023.33.3171;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2023-09-01 15:49:00;2023;2022.7.2498;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2023-09-01 17:53:00;2023;2023.2.9779;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-01 18:07:00;2023;2023.2.9782;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-01 18:23:00;2023;2023.2.9785;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-01 18:58:00;2023;2023.2.9788;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;-
2023-09-01 19:01:00;2023;2023.2.9789;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-01 19:16:00;2023;2023.2.9792;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 10:52:00;2023;2020.27.112;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 10:54:00;2023;2023.2.9855;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 11:07:00;2023;2023.2.9857;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 13:23:00;2023;2023.2.7599;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 13:39:00;2023;2023.2.9882;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 13:42:00;2023;2023.2.9883;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 13:45:00;2023;2023.2.9884;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 13:50:00;2023;2023.2.9885;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 14:38:00;2023;2023.2.9891;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 14:44:00;2023;2023.2.9893;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-04 17:20:00;2023;2023.8.12171;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2023-09-05 11:22:00;2023;2023.2.9921;Florianópolis;Florianópolis;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;NATALIA
2023-09-07 14:49:00;2023;2023.9.4104;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;NELSON
2023-09-13 22:58:00;2023;2023.19.5839;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-09-14 12:52:00;2023;2020.1.2073;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2023-09-14 16:23:00;2023;2020.1.2073;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2023-09-14 16:23:00;2023;2020.1.2073;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2023-09-15 13:20:00;2023;2023.16.2603;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;GELSO
2023-09-15 13:59:00;2023;2023.2.10227;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-15 14:53:00;2023;2023.2.10230;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-15 15:09:00;2023;2023.2.10233;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-15 15:22:00;2023;2023.2.10236;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-15 17:16:00;2023;2023.2.10255;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-18 14:44:00;2023;2023.21.3093;Palhoça;Palhoça;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ALEXANDRE
2023-09-18 18:56:00;2023;2023.19.5539;Criciúma;Criciúma;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ALEXANDRE
2023-09-19 10:35:00;2023;2021.4.1982;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-19 16:28:00;2023;2023.17.1774;Criciúma;Criciúma;Criminalística;Informática Forense;Exame Computacional Diverso;MATEUS
2023-09-19 16:43:00;2023;2023.9.4084;Lages;Lages;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;ARTUR
2023-09-20 10:00:00;2023;2023.33.4186;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2023-09-21 14:18:00;2023;2021.19.6145;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;GELSO
2023-09-21 14:31:00;2023;2021.10.809;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2023-09-22 12:50:00;2023;2023.2.10496;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-22 13:44:00;2023;2023.2.10505;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-22 13:51:00;2023;2023.2.10508;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-22 14:34:00;2023;2022.21.447;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-22 14:36:00;2023;2023.2.10522;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-22 15:02:00;2023;2023.2.10531;Florianópolis;Florianópolis;Criminalística;Informática Forense;Exame em Equipamento Computacional Portátil;NATALIA
2023-09-26 12:43:00;2023;2023.9.4190;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2023-09-28 08:57:00;2023;2023.2.10761;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-28 09:09:00;2023;2023.2.10762;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-28 09:12:00;2023;2023.2.10763;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-28 09:23:00;2023;2021.2.785;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-28 09:24:00;2023;2023.2.10764;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-28 09:31:00;2023;2023.2.10765;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2023-09-28 09:33:00;2023;2023.2.10766;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
