data_solicitacao;ano_sol;caso_sirsaelp;unidade;superintendencia;diretoria;competencia;tipopericia;perito
2018-07-03 12:42:00;2018;2018.17.702;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2018-10-03 17:16:00;2018;2018.12.2560;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;NELSON
2018-11-09 15:44:00;2018;2018.1.8576;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2019-02-20 16:20:00;2019;2018.2.11714;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;KARINA
2019-02-20 16:21:00;2019;2018.2.11714;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;KARINA
2019-03-20 14:48:00;2019;2019.21.46;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2019-03-20 16:32:00;2019;2019.4.478;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;CLINEU
2019-08-22 15:52:00;2019;2019.9.2392;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2019-09-19 13:17:00;2019;2016.3.693;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2019-10-16 13:47:00;2019;2019.4.2206;Blumenau;Blumenau;Criminalística;Engenharia Forense;Incêndio (Grandes Proporções);DANIEL
2019-10-31 14:27:00;2019;2019.17.445;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2019-11-13 13:17:00;2019;2019.14.408;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2019-11-19 14:25:00;2019;2019.8.7830;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2019-11-19 15:18:00;2019;2019.22.2083;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2019-12-04 16:39:00;2019;2019.13.601;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-01-12 14:57:00;2020;2020.8.415;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;NELSON
2020-01-29 16:29:00;2020;2019.12.2406;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-01-29 16:33:00;2020;2019.12.3035;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2020-01-29 16:59:00;2020;2019.14.401;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2020-02-12 10:40:00;2020;2020.4.231;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2020-02-12 12:24:00;2020;2020.2.1612;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;NELSON
2020-03-17 16:08:00;2020;2019.1.1551;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-04-16 15:41:00;2020;2020.4.284;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2020-04-20 17:39:00;2020;2020.2.141;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2020-04-22 14:07:00;2020;2020.12.689;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-04-22 14:13:00;2020;2020.12.627;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-04-23 10:44:00;2020;2020.12.128;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2020-04-29 17:22:00;2020;2020.10.8;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;CLINEU
2020-05-05 16:12:00;2020;2020.17.10;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2020-05-15 16:40:00;2020;2020.8.1864;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KARINA
2020-05-25 15:55:00;2020;2020.2.4366;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2020-06-01 17:50:00;2020;2020.9.843;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-06-05 20:52:00;2020;2019.23.1097;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;KARINA
2020-06-09 11:44:00;2020;2019.9.3589;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2020-06-09 16:41:00;2020;2020.24.239;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-06-09 17:52:00;2020;2020.29.102;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-06-09 18:18:00;2020;2020.8.2307;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2020-06-09 18:49:00;2020;2020.8.2393;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2020-06-25 12:04:00;2020;2017.2.2051;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-06-25 18:56:00;2020;2020.2.264;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-07-06 08:59:00;2020;2020.12.943;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2020-07-14 11:27:00;2020;2020.17.181;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2020-07-28 13:47:00;2020;2019.2.7207;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2020-07-29 14:24:00;2020;2018.22.258;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-08-10 14:25:00;2020;2019.4.2223;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2020-08-18 15:44:00;2020;2020.2.6348;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;ODILON
2020-08-18 18:31:00;2020;2019.8.678;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-08-21 11:57:00;2020;2020.2.6450;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-08-21 17:02:00;2020;2020.2.6462;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-08-21 17:18:00;2020;2020.2.6464;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-08-21 17:52:00;2020;2020.9.494;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-08-27 12:15:00;2020;2020.17.689;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2020-08-31 09:43:00;2020;2020.17.10;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2020-09-01 17:00:00;2020;2020.28.859;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2020-09-02 09:33:00;2020;2020.15.332;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2020-09-02 12:50:00;2020;2020.2.3291;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2020-09-03 19:07:00;2020;2020.8.2658;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-07 19:21:00;2020;2019.8.8959;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-08 00:06:00;2020;2018.8.3308;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-08 00:07:00;2020;2018.8.6892;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-08 16:05:00;2020;2020.12.1582;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;HEMÍLIO
2020-09-10 10:07:00;2020;2020.19.1780;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;GELSO
2020-09-10 14:09:00;2020;2020.28.859;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2020-09-11 11:11:00;2020;2020.8.4908;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-16 11:38:00;2020;2020.9.1025;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2020-09-16 12:17:00;2020;2020.1.1769;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2020-09-17 12:59:00;2020;2020.12.1295;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2020-09-23 11:45:00;2020;2020.2.7287;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2020-09-25 11:26:00;2020;2020.2.7352;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 09:07:00;2020;2020.2.7404;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 09:16:00;2020;2020.2.7407;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 09:37:00;2020;2020.2.7410;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 09:48:00;2020;2020.2.7412;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 09:59:00;2020;2020.2.7415;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 10:10:00;2020;2020.2.7419;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 10:17:00;2020;2020.2.7420;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 10:22:00;2020;2020.2.7422;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 10:27:00;2020;2020.2.7423;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 10:40:00;2020;2020.2.7424;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 10:41:00;2020;2020.2.7425;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 10:55:00;2020;2020.2.7430;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-09-28 11:38:00;2020;2020.2.7432;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-10-01 10:25:00;2020;2020.4.825;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-10-04 11:28:00;2020;2020.19.917;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;NELSON
2020-10-10 10:29:00;2020;2020.4.825;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-10-13 17:16:00;2020;2020.19.2704;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;KARINA
2020-10-13 23:55:00;2020;2020.19.2704;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;KARINA
2020-10-28 15:28:00;2020;2020.9.1113;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Crimes Sexuais;NELSON
2020-11-12 10:39:00;2020;2020.16.519;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2020-11-12 11:55:00;2020;2020.4.2611;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2020-11-16 09:27:00;2020;2020.2.8648;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2020-11-16 10:03:00;2020;2020.2.8650;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2020-11-16 11:53:00;2020;2020.12.2028;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2020-11-19 14:16:00;2020;2020.2.8808;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2020-11-19 14:36:00;2020;2020.2.8812;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2020-11-23 09:51:00;2020;2020.2.8876;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2020-11-23 14:54:00;2020;2020.2.8896;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2020-11-23 15:07:00;2020;2020.2.8899;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;ODILON
2020-11-23 15:28:00;2020;2020.2.8904;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-11-24 09:03:00;2020;2020.2.8919;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2020-11-24 16:41:00;2020;2020.2.8950;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2020-11-25 12:03:00;2020;2019.4.478;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;ODILON
2020-11-25 12:03:00;2020;2019.4.478;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;CLINEU
2020-11-28 01:30:00;2020;2020.8.7581;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-01 15:38:00;2020;2020.2.9170;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2020-12-01 16:46:00;2020;2020.2.9174;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2020-12-02 16:40:00;2020;2020.2.9204;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-02 16:53:00;2020;2020.2.9205;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-02 17:06:00;2020;2020.2.9207;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-03 09:25:00;2020;2020.2.7941;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-03 09:42:00;2020;2020.1.3602;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-03 16:03:00;2020;2020.2.9227;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-03 17:06:00;2020;2020.2.9228;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-03 17:33:00;2020;2020.2.9230;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-04 09:53:00;2020;2020.4.1212;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;HEMÍLIO
2020-12-04 15:27:00;2020;2020.16.1804;Tubarão;Criciúma;Criminalística;Contabilidade Forense;Perícia Contábil;JESSICA
2020-12-07 09:36:00;2020;2020.7.795;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2020-12-08 10:17:00;2020;2020.2.9298;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-08 10:52:00;2020;2020.2.9301;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-08 11:14:00;2020;2020.2.9303;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-09 08:28:00;2020;2020.2.7806;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2020-12-09 10:05:00;2020;2020.1.4729;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;GELSO
2020-12-11 15:36:00;2020;2020.7.1050;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2020-12-14 09:07:00;2020;2020.4.2672;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2020-12-14 09:25:00;2020;2020.1.1895;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2020-12-14 09:44:00;2020;2020.8.3521;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;KELLY
2020-12-14 11:10:00;2020;2020.4.2356;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2020-12-14 11:30:00;2020;2020.12.339;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2020-12-14 11:45:00;2020;2019.2.9106;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2020-12-15 09:33:00;2020;2020.17.1419;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;KARINA
2020-12-16 11:41:00;2020;2020.2.9504;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-17 15:58:00;2020;2020.2.9556;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-17 16:48:00;2020;2020.2.9558;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-17 18:32:00;2020;2020.2.9564;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-17 18:45:00;2020;2020.2.9566;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2020-12-18 11:39:00;2020;2016.8.4102;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2021-01-05 07:40:00;2021;2018.2.5;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2021-01-05 09:29:00;2021;2018.2.52;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2021-01-05 09:43:00;2021;2021.2.105;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2021-01-05 09:56:00;2021;2021.2.106;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2021-01-06 16:29:00;2021;2022.15.53;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2021-01-12 09:33:00;2021;2020.27.121;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2021-01-12 09:41:00;2021;2020.27.121;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2021-01-12 09:43:00;2021;2020.27.121;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KELLY
2021-01-12 10:45:00;2021;2021.2.385;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2021-01-12 11:38:00;2021;2021.8.118;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2021-01-12 12:13:00;2021;2020.2.9336;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2021-01-12 12:21:00;2021;2020.2.5514;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
2021-01-12 15:00:00;2021;2020.16.1767;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2021-01-14 09:34:00;2021;2020.24.631;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2021-02-03 10:11:00;2021;2021.2.1268;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2021-02-03 10:38:00;2021;2021.2.1269;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2021-02-05 11:09:00;2021;2021.2.1410;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Coleta Compulsória de Material Biológico;CLINEU
2021-02-05 17:50:00;2021;2021.2.1455;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2021-02-14 17:18:00;2021;2021.8.469;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;HEMÍLIO
2021-02-19 17:29:00;2021;2021.12.331;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Perfis de Local de Crime ;GELSO
2021-02-23 09:23:00;2021;2020.8.7209;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;HEMÍLIO
2021-02-23 17:44:00;2021;2020.5.527;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Crime Sexual;GELSO
2021-02-24 14:37:00;2021;2021.2.2234;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2021-02-24 14:53:00;2021;2021.2.2235;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2021-02-24 15:27:00;2021;2021.2.2239;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2021-02-24 15:42:00;2021;2021.2.2247;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;HEMÍLIO
2021-02-25 09:15:00;2021;2020.18.941;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Verossimilhança;KARINA
2021-02-25 13:37:00;2021;2020.1.6483;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Familiares de Pessoas Desaparecidas;CLINEU
2021-03-04 09:44:00;2021;2021.2.2613;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Coleta Compulsória de Material Biológico;CLINEU
2021-03-04 12:44:00;2021;2021.2.2661;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Coleta Compulsória de Material Biológico;CLINEU
2021-03-06 17:41:00;2021;2021.2.2783;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Coleta Compulsória de Material Biológico;CLINEU
2021-03-06 19:12:00;2021;2021.2.2800;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Condenados ;CLINEU
2021-03-10 09:57:00;2021;2021.2.3107;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Coleta Compulsória de Material Biológico;CLINEU
2021-03-11 15:59:00;2021;2021.25.199;Florianópolis;Florianópolis;Análises Forenses;Bioquímica Forense;Inclusão no BPG de Restos Mortais Não Identificados ;CLINEU
